id,name,constellation,coord,glon,glat,gal_coord,Vmag,n_Vmag,u_Vmag,spectral_type,spectral_type_full,n_spectral_type,RI,n_RI,BV,u_BV,UB,u_UB,RadVel,RotVel,Parallax,n_Parallax,g_coord_l_rad,g_coord_b_rad,coord_ra_deg,coord_dec_deg
6274,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.03708333, -50.675)>",336.78,-4.64,"<SkyCoord (Galactic): (l, b) in deg
    (336.78, -4.64)>",6.33, , ,B,B3Vnep, ,, ,-0.02, ,, ,19.0,,, ,-0.4052654523130838,-0.08098327729253689,254.03708333333333,-50.675
6275,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.11958333, -52.28388889)>",335.55,-5.68,"<SkyCoord (Galactic): (l, b) in deg
    (335.55, -5.68)>",5.94, , ,B,B9V, ,, ,-0.08, ,, ,-6.0,,, ,-0.4267330021126134,-0.09913470151327791,254.1195833333333,-52.28388888888889
6276,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.89083333, -69.26833333)>",321.93,-16.18,"<SkyCoord (Galactic): (l, b) in deg
    (321.93, -16.18)>",5.79, , ,A,ApSi, ,, ,-0.1, ,-0.44, ,-1.0,,, ,-0.6644468462342411,-0.2823942729726825,254.89083333333332,-69.26833333333333
6277,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.54416667, -1.61222222)>",17.04,25.01,"<SkyCoord (Galactic): (l, b) in deg
    (17.04, 25.01)>",6.25, , ,F,F0V, ,, ,0.28, ,0.11, ,-20.0,176.0,, ,0.29740410453983374,0.43650684592378186,253.54416666666663,-1.6122222222222222
6278,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.66791667, -11.7925)>",7.87,19.37,"<SkyCoord (Galactic): (l, b) in deg
    (7.87, 19.37)>",6.57, , ,A,A2IV,e,, ,0.14, ,, ,-5.0,,, ,0.13735741213195374,0.33807027611130164,253.66791666666663,-11.7925
6279, 53    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.24208333, 31.70166667)>",53.39,37.87,"<SkyCoord (Galactic): (l, b) in deg
    (53.39, 37.87)>",5.32, , ,F,F0-2V, ,, ,0.29, ,-0.02, ,-22.0,59.0,0.012, ,0.9318312876397725,0.6609561877302526,253.2420833333333,31.701666666666664
6280, 23    Oph,Oph,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.64875, -6.15388889)>",12.89,22.52,"<SkyCoord (Galactic): (l, b) in deg
    (12.89, 22.52)>",5.25, , ,K,K2III, ,0.53, ,1.08, ,1.06, ,-17.0,19.0,0.021, ,0.2249729405820691,0.393048147549123,253.64874999999992,-6.153888888888889
6281, 25Iot Oph,Oph,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.50208333, 10.16527778)>",28.73,30.66,"<SkyCoord (Galactic): (l, b) in deg
    (28.73, 30.66)>",4.38, , ,B,B8V, ,-0.08, ,-0.08, ,-0.32, ,-21.0,118.0,0.029, ,0.5014330940979709,0.5351179486614615,253.50208333333327,10.165277777777778
6282,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.99083333, -33.50722222)>",350.19,6.12,"<SkyCoord (Galactic): (l, b) in deg
    (350.19, 6.12)>",6.37, , ,K,K5III, ,, ,1.71, ,2.06, ,-93.0,,, ,-0.17121679962064376,0.10681415022205297,253.99083333333334,-33.507222222222225
6283,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.15, -40.82361111)>",344.53,1.46,"<SkyCoord (Galactic): (l, b) in deg
    (344.53, 1.46)>",6.15, , ,B,B0.5Ia,e,, ,0.26, ,-0.67, ,4.0,161.0,, ,-0.27000243528352325,0.02548180707911721,254.15,-40.82361111111111
6284,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.0075, -16.80611111)>",3.76,16.22,"<SkyCoord (Galactic): (l, b) in deg
    (3.76, 16.22)>",6.37, , ,K,K0IV, ,, ,0.92, ,0.68, ,-3.0,,, ,0.06562437987498679,0.28309240467348024,254.00749999999996,-16.80611111111111
6285,   Zet Ara,Ara,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.655, -55.99027778)>",332.8,-8.2,"<SkyCoord (Galactic): (l, b) in deg
    (332.8, -8.2)>",3.13, , ,K,K3III, ,, ,1.6, ,1.97, ,-6.0,,0.044, ,-0.47472955654245746,-0.143116998663535,254.65499999999992,-55.99027777777778
6286,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.32333333, 47.41694444)>",73.45,39.24,"<SkyCoord (Galactic): (l, b) in deg
    (73.45, 39.24)>",6.0, , ,K,K2III, ,0.7, ,1.32, ,1.44, ,-63.0,,, ,1.281944335589835,0.6848671984825749,253.3233333333333,47.41694444444444
6287,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.73, 20.95861111)>",40.68,34.59,"<SkyCoord (Galactic): (l, b) in deg
    (40.68, 34.59)>",5.41, , ,G,G8III, ,0.49, ,0.97, ,0.71, ,-3.0,17.0,0.011, ,0.7099999397112933,0.6037093882648387,253.72999999999996,20.95861111111111
6288, 27    Sco,Sco,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.29625, -33.25944444)>",350.54,6.07,"<SkyCoord (Galactic): (l, b) in deg
    (350.54, 6.07)>",5.48, , ,K,K5III, ,, ,1.59, ,, ,-76.0,,, ,-0.1651081472386632,0.1059414855960558,254.29624999999996,-33.25944444444445
6289,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.575, -50.64111111)>",337.02,-4.88,"<SkyCoord (Galactic): (l, b) in deg
    (337.02, -4.88)>",5.55, , ,B,B9IV, ,, ,0.02, ,, ,-44.0,,, ,-0.40107666210829723,-0.08517206749732328,254.57499999999993,-50.64111111111111
6290,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.81666667, 13.61972222)>",32.56,31.82,"<SkyCoord (Galactic): (l, b) in deg
    (32.56, 31.82)>",6.34, , ,F,F3V s, ,, ,0.34, ,0.06, ,-5.0,23.0,, ,0.5682792044493538,0.5553637679845956,253.81666666666666,13.619722222222222
6291, 24    Oph,Oph,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.2, -23.15)>",358.6,12.31,"<SkyCoord (Galactic): (l, b) in deg
    (358.6, 12.31)>",5.58, , ,A,A0V, ,, ,-0.02, ,, ,-26.0,,0.009,D,-0.024434609527920217,0.21485003092050198,254.19999999999996,-23.15
6292, 56    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.75875, 25.73055556)>",46.27,36.01,"<SkyCoord (Galactic): (l, b) in deg
    (46.27, 36.01)>",6.08, , ,G,G5III, ,0.48, ,0.92, ,0.62, ,1.0,,, ,0.8075638448977763,0.628493063643158,253.75875000000002,25.730555555555554
6293, 54    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.8425, 18.43333333)>",37.86,33.62,"<SkyCoord (Galactic): (l, b) in deg
    (37.86, 33.62)>",5.35, , ,K,K4III, ,0.75, ,1.41, ,1.66, ,12.0,,0.02, ,0.6607816548050531,0.5867796945204935,253.84249999999997,18.433333333333334
6294,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.26666667, -19.54)>",1.62,14.41,"<SkyCoord (Galactic): (l, b) in deg
    (1.62, 14.41)>",6.27, , ,B,B6V+B7V, ,, ,0.07, ,-0.3, ,-27.0,,0.008,D,0.028274333882308142,0.2515019452123829,254.26666666666662,-19.540000000000003
6295,   Eps1Ara,Ara,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.89625, -53.16055556)>",335.15,-6.59,"<SkyCoord (Galactic): (l, b) in deg
    (335.15, -6.59)>",4.06, , ,K,K4IIIab, ,0.54,E,1.45, ,1.71, ,23.0,,0.005, ,-0.4337143191205913,-0.11501719770642631,254.89624999999998,-53.160555555555554
6296,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.35875, -10.96333333)>",9.0,19.28,"<SkyCoord (Galactic): (l, b) in deg
    (9., 19.28)>",6.19, , ,G,G8-K0III-IV, ,, ,1.0, ,0.76, ,-103.0,,, ,0.15707963267948966,0.3364994797845068,254.35874999999996,-10.963333333333333
6297,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.02583333, -54.59694444)>",334.05,-7.52,"<SkyCoord (Galactic): (l, b) in deg
    (334.05, -7.52)>",5.65, , ,A,A5IV-V, ,, ,0.19, ,0.1, ,-20.0,,, ,-0.4529129408925283,-0.13124875974997358,255.02583333333334,-54.596944444444446
6298,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.71833333, -37.62111111)>",347.32,3.1,"<SkyCoord (Galactic): (l, b) in deg
    (347.32, 3.1)>",6.09, , ,A,A3V, ,, ,0.19, ,0.11, ,-27.0,,0.018,D,-0.2213077491528811,0.054105206811824215,254.7183333333333,-37.62111111111111
6299, 27Kap Oph,Oph,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.41708333, 9.375)>",28.37,29.5,"<SkyCoord (Galactic): (l, b) in deg
    (28.37, 29.5)>",3.2, , ,K,K2III, ,0.54, ,1.15, ,1.18, ,-56.0,17.0,0.031, ,0.4951499087907913,0.5148721293383273,254.41708333333332,9.375
6300,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.11291667, -48.64777778)>",338.81,-3.93,"<SkyCoord (Galactic): (l, b) in deg
    (338.81, -3.93)>",6.0, , ,G,G8-K0III+G, ,, ,0.88, ,, ,-29.0,,, ,-0.3698352684975984,-0.06859143960337716,255.11291666666665,-48.647777777777776
6301,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.38333333, 13.88416667)>",33.1,31.42,"<SkyCoord (Galactic): (l, b) in deg
    (33.1, 31.42)>",6.37, , ,K,K0V, ,, ,0.94, ,0.7, ,-31.0,,, ,0.5777039824101231,0.5483824509766184,254.38333333333333,13.884166666666665
6302,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.67333333, -14.86972222)>",5.8,16.82,"<SkyCoord (Galactic): (l, b) in deg
    (5.8, 16.82)>",6.59, , ,F,F3IV, ,, ,0.4, ,0.01, ,-13.0,53.0,, ,0.10122909661567112,0.2935643801854462,254.6733333333333,-14.869722222222222
6303,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.13458333, -45.45166667)>",341.35,-1.98,"<SkyCoord (Galactic): (l, b) in deg
    (341.35, -1.98)>",6.65, , ,K,K4III, ,, ,1.8, ,, ,-0.0,,, ,-0.3255039054969421,-0.034557519189487726,255.13458333333332,-45.45166666666667
6304,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.4475, -58.95833333)>",330.66,-10.33,"<SkyCoord (Galactic): (l, b) in deg
    (330.66, -10.33)>",6.11, , ,B,B2IVne,v,, ,-0.03, ,, ,-6.0,201.0,, ,-0.5120796025351358,-0.18029251173101424,255.44749999999996,-58.958333333333336
6305, 57    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.37916667, 25.35277778)>",46.01,35.36,"<SkyCoord (Galactic): (l, b) in deg
    (46.01, 35.36)>",6.28, , ,G,gG5, ,, ,0.9, ,0.55, ,9.0,,, ,0.803025988842591,0.6171484235051949,254.37916666666663,25.352777777777778
6306,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.02666667, 50.03888889)>",76.8,38.69,"<SkyCoord (Galactic): (l, b) in deg
    (76.8, 38.69)>",6.56, , ,M,M2IIIab, ,, ,1.62, ,1.98, ,-31.0,,, ,1.340412865531645,0.675267887596606,254.02666666666664,50.038888888888884
6307,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.42625, 24.38138889)>",44.89,35.04,"<SkyCoord (Galactic): (l, b) in deg
    (44.89, 35.04)>",6.32, , ,K,K0III, ,, ,1.1, ,0.95, ,-22.0,,, ,0.7834783012202545,0.6115633698988131,254.42624999999995,24.38138888888889
6308,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.99, -25.09194444)>",357.46,10.57,"<SkyCoord (Galactic): (l, b) in deg
    (357.46, 10.57)>",5.86, , ,M,M3III, ,0.97,E,1.62, ,1.96, ,-32.0,,, ,-0.04433136300065633,0.18448130193580065,254.98999999999995,-25.091944444444444
6310, 26    Oph,Oph,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.03958333, -24.98916667)>",357.57,10.59,"<SkyCoord (Galactic): (l, b) in deg
    (357.57, 10.59)>",5.75, , ,F,F4V, ,, ,0.41, ,, ,19.0,,, ,-0.042411500823462324,0.1848303677861995,255.0395833333333,-24.989166666666666
6311,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.15375, -35.93416667)>",348.86,3.87,"<SkyCoord (Galactic): (l, b) in deg
    (348.86, 3.87)>",5.97, , ,K,K2IIICNII, ,, ,1.16, ,, ,17.0,,, ,-0.19442967867216807,0.06754424205218056,255.15374999999995,-35.93416666666666
6312,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.44208333, -51.13083333)>",336.97,-5.62,"<SkyCoord (Galactic): (l, b) in deg
    (336.97, -5.62)>",6.45, , ,A,A7V, ,, ,0.27, ,, ,-28.0,,, ,-0.4019493267342936,-0.09808750396208132,255.4420833333333,-51.130833333333335
6313,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.45916667, 42.5125)>",67.19,38.33,"<SkyCoord (Galactic): (l, b) in deg
    (67.19, 38.33)>",6.34, , ,K,K3III, ,, ,1.28, ,1.41, ,28.0,,, ,1.17268672441499,0.6689847022894265,254.45916666666662,42.5125
6314,   Eps2Ara,Ara,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.78666667, -53.23694444)>",335.41,-7.06,"<SkyCoord (Galactic): (l, b) in deg
    (335.41, -7.06)>",5.29, , ,F,F6V, ,, ,0.48, ,, ,7.0,58.0,0.039, ,-0.4291764630654052,-0.12322024519079966,255.78666666666663,-53.23694444444445
6315, 19    Dra,Dra,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.00708333, 65.13472222)>",95.68,36.47,"<SkyCoord (Galactic): (l, b) in deg
    (95.68, 36.47)>",4.89, , ,F,F6V,v,0.27, ,0.48, ,-0.03, ,-23.0,0.0,0.062, ,1.6699310283081745,0.636521578202332,254.0070833333333,65.13472222222222
6316,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.46958333, -32.14361111)>",352.04,5.97,"<SkyCoord (Galactic): (l, b) in deg
    (352.04, 5.97)>",5.03, , ,B,B8V, ,, ,-0.1, ,-0.35, ,5.0,,, ,-0.1389282084587483,0.10419615634406147,255.4695833333333,-32.14361111111111
6317,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.1225, 6.58361111)>",25.88,27.63,"<SkyCoord (Galactic): (l, b) in deg
    (25.88, 27.63)>",6.59, , ,A,A7V, ,, ,0.23, ,0.09, ,-10.0,158.0,, ,0.45169121041613247,0.4822344723260332,255.12249999999997,6.583611111111111
6318, 30    Oph,Oph,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.265, -4.2225)>",15.58,22.18,"<SkyCoord (Galactic): (l, b) in deg
    (15.58, 22.18)>",4.82, , ,K,K4III, ,0.79, ,1.48, ,1.83, ,-7.0,19.0,0.015, ,0.27192229746071656,0.3871140280923423,255.265,-4.2225
6319, 20    Dra,Dra,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.105, 65.03916667)>",95.55,36.45,"<SkyCoord (Galactic): (l, b) in deg
    (95.55, 36.45)>",6.41, , ,F,F1-3V, ,, ,0.38, ,0.02, ,-21.0,90.0,0.029, ,1.6676621002805818,0.6361725123519332,254.105,65.03916666666666
6320,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.10291667, -57.71222222)>",331.89,-9.87,"<SkyCoord (Galactic): (l, b) in deg
    (331.89, -9.87)>",5.73, , ,B,B5IV,e,, ,-0.1, ,-0.56, ,3.0,181.0,, ,-0.49061205273560626,-0.17226399717184032,256.1029166666666,-57.71222222222222
6321, 29    Oph,Oph,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.46333333, -18.88555556)>",2.85,13.88,"<SkyCoord (Galactic): (l, b) in deg
    (2.85, 13.88)>",6.26, , ,K,K0III, ,, ,1.38, ,1.26, ,44.0,,, ,0.04974188368183839,0.24225170017681297,255.4633333333333,-18.885555555555555
6322, 22Eps UMi,UMi,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.49208333, 82.03722222)>",115.0,31.05,"<SkyCoord (Galactic): (l, b) in deg
    (115., 31.05)>",4.23, , ,G,G5III, ,0.47, ,0.89, ,0.55, ,-11.0,23.0,0.01, ,2.007128639793479,0.5419247327442394,251.4920833333333,82.03722222222223
6323,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.92375, -47.16)>",340.33,-3.45,"<SkyCoord (Galactic): (l, b) in deg
    (340.33, -3.45)>",6.06, , ,A,A2-3V, ,, ,, ,, ,0.0,,, ,-0.3433062638672849,-0.06021385919380437,255.92374999999998,-47.16
6324, 58Eps Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.0725, 30.92638889)>",52.85,36.17,"<SkyCoord (Galactic): (l, b) in deg
    (52.85, 36.17)>",3.92, , ,A,A0V, ,-0.04, ,-0.01, ,-0.1, ,-25.0,78.0,0.028, ,0.9224065096790032,0.631285590446349,255.0725,30.92638888888889
6325,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.24208333, 22.63222222)>",43.15,33.8,"<SkyCoord (Galactic): (l, b) in deg
    (43.15, 33.8)>",5.65, , ,K,gK3, ,, ,1.33, ,, ,11.0,,, ,0.7531095722355532,0.5899212871740833,255.2420833333333,22.63222222222222
6326,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.3875, 14.94944444)>",34.69,30.95,"<SkyCoord (Galactic): (l, b) in deg
    (34.69, 30.95)>",6.31, , ,B,B9pCrEu,v,, ,0.04, ,0.04, ,-32.0,26.0,, ,0.6054547175168329,0.540179403492245,255.38749999999993,14.949444444444445
6327,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.96166667, -38.15222222)>",347.5,2.0,"<SkyCoord (Galactic): (l, b) in deg
    (347.5, 2.)>",5.91, , ,F,F4IV+F2V, ,0.18, ,0.38, ,-0.02, ,-15.0,,, ,-0.2181661564992912,0.03490658503988659,255.96166666666662,-38.15222222222222
6328,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.29, 27.19638889)>",48.46,35.08,"<SkyCoord (Galactic): (l, b) in deg
    (48.46, 35.08)>",6.55, , ,F,F5V, ,, ,0.41, ,-0.08, ,-31.0,40.0,, ,0.8457865555164521,0.6122615015996108,255.28999999999996,27.19638888888889
6329,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.49625, 8.45055556)>",27.95,28.14,"<SkyCoord (Galactic): (l, b) in deg
    (27.95, 28.14)>",6.33, , ,A,A4V, ,, ,0.09, ,0.06, ,6.0,115.0,0.01,D,0.4878195259324151,0.49113565151120436,255.49624999999997,8.450555555555555
6330,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.83958333, 56.68861111)>",85.18,37.64,"<SkyCoord (Galactic): (l, b) in deg
    (85.18, 37.64)>",6.03, , ,K,gK1, ,, ,1.16, ,, ,-15.0,,, ,1.48667145684877,0.6569419304506656,254.83958333333334,56.68861111111111
6331,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.27208333, -45.50166667)>",341.79,-2.64,"<SkyCoord (Galactic): (l, b) in deg
    (341.79, -2.64)>",6.28, , ,A,A2V, ,, ,0.07, ,0.1, ,-5.0,,, ,-0.31782445678816706,-0.0460766922526503,256.2720833333333,-45.501666666666665
6332, 59    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.40166667, 33.56833333)>",56.13,36.45,"<SkyCoord (Galactic): (l, b) in deg
    (56.13, 36.45)>",5.25, , ,A,A3IV, ,, ,0.02, ,0.02, ,-12.0,35.0,0.023, ,0.9796533091444172,0.6361725123519332,255.40166666666664,33.568333333333335
6333,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.57791667, 25.50555556)>",46.57,34.37,"<SkyCoord (Galactic): (l, b) in deg
    (46.57, 34.37)>",5.75, , ,G,gG7, ,, ,1.02, ,0.79, ,-50.0,,0.014, ,0.8127998326537593,0.599869663910451,255.57791666666668,25.505555555555556
6334,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.20583333, -34.12277778)>",350.83,4.29,"<SkyCoord (Galactic): (l, b) in deg
    (350.83, 4.29)>",4.87, , ,B,B1Ia,t,0.17, ,0.26, ,-0.68, ,4.0,91.0,, ,-0.1600466924078803,0.07487462491055674,256.20583333333326,-34.12277777777778
6335,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.07, 73.12777778)>",105.04,34.11,"<SkyCoord (Galactic): (l, b) in deg
    (105.04, 34.11)>",6.3, , ,F,F0V, ,, ,0.24, ,0.11, ,-13.0,177.0,, ,1.8332938462948438,0.5953318078552658,254.06999999999996,73.12777777777777
6336,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.57166667, 31.88472222)>",54.12,35.97,"<SkyCoord (Galactic): (l, b) in deg
    (54.12, 35.97)>",6.36, , ,K,K0, ,, ,1.13, ,, ,-13.0,,, ,0.9445721911793311,0.6277949319423604,255.5716666666667,31.884722222222223
6337,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.7825, 14.09194444)>",33.95,30.26,"<SkyCoord (Galactic): (l, b) in deg
    (33.95, 30.26)>",4.98, , ,M,M3III, ,1.21, ,1.6, ,1.92, ,43.0,,0.005, ,0.592539281052075,0.5281366316534841,255.7825,14.091944444444445
6338,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.4525, -44.105)>",342.98,-1.9,"<SkyCoord (Galactic): (l, b) in deg
    (342.98, -1.9)>",6.19, , ,A,A4III, ,, ,0.28, ,0.02, ,-33.0,,, ,-0.29705503868943456,-0.03316125578789226,256.4525,-44.105000000000004
6339,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.79333333, 14.51111111)>",34.41,30.42,"<SkyCoord (Galactic): (l, b) in deg
    (34.41, 30.42)>",6.52, , ,G,G5IV:, ,, ,0.76, ,0.45, ,-56.0,,0.029, ,0.6005677956112487,0.5309291584566751,255.79333333333332,14.511111111111111
6340,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.18875, -20.49472222)>",1.91,12.39,"<SkyCoord (Galactic): (l, b) in deg
    (1.91, 12.39)>",6.3, , ,B,B6IV, ,, ,-0.02, ,, ,-11.0,,, ,0.033335788713091695,0.21624629432209744,256.18874999999997,-20.494722222222222
6341,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.91375, 13.60527778)>",33.5,29.95,"<SkyCoord (Galactic): (l, b) in deg
    (33.5, 29.95)>",5.93, , ,A,A1V, ,, ,0.0, ,-0.04, ,-32.0,29.0,, ,0.5846852994181004,0.5227261109723017,255.91375,13.605277777777777
6342,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.99166667, 13.5675)>",33.49,29.87,"<SkyCoord (Galactic): (l, b) in deg
    (33.49, 29.87)>",6.08, , ,K,K1III, ,, ,1.03, ,0.84, ,46.0,,, ,0.584510766492901,0.5213298475707062,255.99166666666665,13.567499999999999
6343,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.96958333, 19.69055556)>",40.11,32.18,"<SkyCoord (Galactic): (l, b) in deg
    (40.11, 32.18)>",6.35, , ,K,K4III, ,, ,1.52, ,, ,-39.0,,, ,0.7000515629749255,0.5616469532917753,255.96958333333333,19.690555555555555
6344,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.58458333, -37.2275)>",348.53,2.17,"<SkyCoord (Galactic): (l, b) in deg
    (348.53, 2.17)>",5.98, , ,A,A2IV, ,, ,0.07, ,0.1, ,-21.0,,, ,-0.20018926520375008,0.03787364476827695,256.58458333333334,-37.2275
6345,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.76083333, 69.18638889)>",100.4,35.11,"<SkyCoord (Galactic): (l, b) in deg
    (100.4, 35.11)>",6.4,R, ,K,K0, ,, ,, ,, ,-27.0,,0.017, ,1.7523105690023069,0.6127851003752091,254.76083333333332,69.1863888888889
6346, 61    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.87583333, 35.41416667)>",58.48,36.4,"<SkyCoord (Galactic): (l, b) in deg
    (58.48, 36.4)>",6.69,R, ,M,M4IIIab, ,, ,, ,, ,-12.0,,0.01, ,1.020668546566284,0.635299847725936,255.8758333333333,35.41416666666667
6347,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.61833333, -35.45111111)>",349.97,3.22,"<SkyCoord (Galactic): (l, b) in deg
    (349.97, 3.22)>",6.13, , ,O,O9.5Iab, ,, ,0.5, ,-0.53, ,2.0,100.0,, ,-0.17505652397503077,0.05619960191421741,256.61833333333334,-35.45111111111111
6348,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.31958333, 60.64916667)>",90.05,36.81,"<SkyCoord (Galactic): (l, b) in deg
    (90.05, 36.81)>",6.13, , ,K,K1III, ,, ,1.0, ,0.82, ,-17.0,,, ,1.5716689914208937,0.6424556976591127,255.31958333333327,60.649166666666666
6349,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.32041667, 0.7025)>",20.77,23.78,"<SkyCoord (Galactic): (l, b) in deg
    (20.77, 23.78)>",6.01, , ,F,F8.5IV-V,e,, ,0.58, ,0.06, ,-18.0,6.0,0.046, ,0.36250488563922223,0.4150392961242516,256.3204166666666,0.7024999999999999
6350,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.54916667, -21.56472222)>",1.22,11.49,"<SkyCoord (Galactic): (l, b) in deg
    (1.22, 11.49)>",6.3, , ,A,A3m, ,, ,0.13, ,, ,-45.0,,, ,0.02129301687433082,0.20053833105414848,256.5491666666667,-21.564722222222223
6351,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.97291667, 34.79027778)>",57.73,36.21,"<SkyCoord (Galactic): (l, b) in deg
    (57.73, 36.21)>",6.04,R, ,A,A5V, ,, ,0.22,?,, ,-20.0,125.0,, ,1.0075785771763264,0.6319837221471467,255.97291666666663,34.790277777777774
6352,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.17208333, 19.59916667)>",40.08,31.97,"<SkyCoord (Galactic): (l, b) in deg
    (40.08, 31.97)>",6.17,R, ,B,B9.5V, ,, ,-0.01, ,-0.09, ,-24.0,81.0,, ,0.6995279641993273,0.5579817618625872,256.17208333333326,19.599166666666665
6353,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.38458333, -0.89194444)>",19.3,22.93,"<SkyCoord (Galactic): (l, b) in deg
    (19.3, 22.93)>",5.64, , ,B,B1V, ,0.05, ,0.16, ,-0.64, ,16.0,174.0,, ,0.3368485456349056,0.40020399748229973,256.3845833333333,-0.8919444444444444
6354,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.72166667, -26.51305556)>",357.24,8.47,"<SkyCoord (Galactic): (l, b) in deg
    (357.24, 8.47)>",6.29, , ,A,A0III, ,, ,-0.04, ,-0.24, ,-24.0,,, ,-0.048171087355043336,0.14782938764391973,256.72166666666664,-26.513055555555557
6355, 60    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.34458333, 12.74083333)>",32.78,29.22,"<SkyCoord (Galactic): (l, b) in deg
    (32.78, 29.22)>",4.91, , ,A,A4IV, ,0.02, ,0.12, ,0.05, ,-4.0,111.0,0.022, ,0.5721189288037413,0.5099852074327431,256.3445833333333,12.740833333333333
