id,name,constellation,coord,glon,glat,gal_coord,Vmag,n_Vmag,u_Vmag,spectral_type,spectral_type_full,n_spectral_type,RI,n_RI,BV,u_BV,UB,u_UB,RadVel,RotVel,Parallax,n_Parallax,g_coord_l_rad,g_coord_b_rad,coord_ra_deg,coord_dec_deg
  21, 11Bet Cas,Cas,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.29458333, 59.14972222)>",117.52,-3.27,"<SkyCoord (Galactic): (l, b) in deg
    (117.52, -3.27)>",2.27, , ,F,F2III-IV, ,0.2, ,0.34, ,0.11, ,12.0,70.0,0.072, ,2.051110936943736,-0.05707226654021458,2.2945833333333328,59.14972222222222
  22, 87    Peg,Peg,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.26, 18.21194444)>",108.99,-43.51,"<SkyCoord (Galactic): (l, b) in deg
    (108.99, -43.51)>",5.53, , ,G,G9III, ,, ,1.04, ,, ,-23.0,,, ,1.9022343517486198,-0.7593927575427327,2.26,18.211944444444445
  23,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.26, -54.00194444)>",316.25,-62.02,"<SkyCoord (Galactic): (l, b) in deg
    (316.25, -62.02)>",6.33, , ,G,G4IV, ,, ,0.74, ,0.39, ,1.0,,0.009,D,-0.7635815477475192,-1.0824532020868833,2.26,-54.00194444444445
  24,   Kap1Scl,Scl,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.3375, -27.98777778)>",25.24,-80.63,"<SkyCoord (Galactic): (l, b) in deg
    (25.24, -80.63)>",5.42, , ,F,F2V, ,, ,0.42, ,0.08, ,9.0,131.0,0.023, ,0.44052110320336874,-1.4072589758830278,2.3374999999999995,-27.98777777777778
  25,   Eps Phe,Phe,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.35291667, -45.7475)>",324.34,-69.6,"<SkyCoord (Galactic): (l, b) in deg
    (324.34, -69.6)>",3.88, , ,K,K0III, ,0.52, ,1.03, ,0.84, ,-9.0,,0.066, ,-0.6223844112611784,-1.2147491593880533,2.3529166666666663,-45.7475
  26, 34    Psc,Psc,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.50958333, 11.14555556)>",106.87,-50.43,"<SkyCoord (Galactic): (l, b) in deg
    (106.87, -50.43)>",5.51, , ,B,B9Vn,e,, ,-0.07, ,-0.24, ,14.0,275.0,0.017,D,1.86523337160634,-0.8801695417807404,2.5095833333333326,11.145555555555555
  27, 22    And,And,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.58041667, 46.07222222)>",115.52,-16.21,"<SkyCoord (Galactic): (l, b) in deg
    (115.52, -16.21)>",5.03, , ,F,F2II, ,0.29, ,0.4, ,0.25, ,-5.0,47.0,-0.002, ,2.0162043519038493,-0.2829178717482808,2.5804166666666664,46.07222222222222
  28,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.62375, 57.16555556)>",117.38,-5.26,"<SkyCoord (Galactic): (l, b) in deg
    (117.38, -5.26)>",6.74, , ,B,B7IV, ,, ,-0.08, ,-0.41, ,2.0,,, ,2.048667475990944,-0.09180431865490173,2.62375,57.16555555555556
  29,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.57833333, -5.24861111)>",96.99,-66.03,"<SkyCoord (Galactic): (l, b) in deg
    (96.99, -66.03)>",5.84, , ,K,K1III, ,, ,0.98, ,0.74, ,24.0,,, ,1.6927948415093002,-1.1524409050918558,2.5783333333333327,-5.248611111111111
  30,   Gam3Oct,Oct,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.50875, -82.22388889)>",304.63,-34.77,"<SkyCoord (Galactic): (l, b) in deg
    (304.63, -34.77)>",5.28, , ,G,G8III, ,, ,1.05, ,0.92, ,15.0,,, ,-0.9663888068292603,-0.6068509809184285,2.5087499999999996,-82.2238888888889
  31,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.67833333, -12.58)>",87.69,-72.6,"<SkyCoord (Galactic): (l, b) in deg
    (87.69, -72.6)>",5.85, , ,K,K0IV, ,, ,1.01, ,0.8, ,6.0,,, ,1.5304792210738276,-1.2671090369478832,2.678333333333333,-12.58
  32,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.66083333, -73.22444444)>",306.98,-43.58,"<SkyCoord (Galactic): (l, b) in deg
    (306.98, -43.58)>",6.64, , ,F,F2V+F6V, ,, ,0.37, ,0.06, ,-14.0,,, ,-0.9253735694073932,-0.7606144880191288,2.6608333333333327,-73.22444444444444
  33,  6    Cet,Cet,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.81625, -15.46805556)>",82.24,-75.06,"<SkyCoord (Galactic): (l, b) in deg
    (82.24, -75.06)>",4.89, , ,F,F7V, ,, ,0.49, ,-0.03, ,14.0,0.0,0.067, ,1.4353587768401366,-1.3100441365469437,2.8162499999999997,-15.468055555555555
  34,   Kap2Scl,Scl,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.89333333, -27.79972222)>",26.3,-81.13,"<SkyCoord (Galactic): (l, b) in deg
    (26.3, -81.13)>",5.41, , ,K,K5III, ,, ,1.34, ,1.46, ,-6.0,,, ,0.4590215932745087,-1.4159856221429994,2.893333333333333,-27.799722222222226
  35,   The Scl,Scl,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.93333333, -35.13305556)>",347.16,-78.34,"<SkyCoord (Galactic): (l, b) in deg
    (347.16, -78.34)>",5.25, , ,F,F4V, ,, ,0.44, ,, ,-2.0,0.0,0.034, ,-0.2241002759560715,-1.3672909360123577,2.9333333333333327,-35.13305555555556
  36,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.99625, 48.1525)>",116.16,-14.2,"<SkyCoord (Galactic): (l, b) in deg
    (116.16, -14.2)>",6.16, , ,K,gK4, ,, ,1.45, ,, ,16.0,,, ,2.027374459116613,-0.24783675378319478,2.9962499999999994,48.152499999999996
  37,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.04166667, -17.93833333)>",76.32,-77.1,"<SkyCoord (Galactic): (l, b) in deg
    (76.32, -77.1)>",5.25, , ,K,K5III, ,, ,1.48, ,1.63, ,-8.0,19.0,-0.015, ,1.3320352851220723,-1.345648853287628,3.0416666666666665,-17.938333333333333
  38,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.21, 37.69333333)>",114.55,-24.55,"<SkyCoord (Galactic): (l, b) in deg
    (114.55, -24.55)>",6.73, , ,B,B2V, ,, ,-0.13, ,-0.7, ,-10.0,,, ,1.9992746581595044,-0.4284783313646079,3.21,37.69333333333333
  39, 88Gam Peg,Peg,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.30916667, 15.18361111)>",109.43,-46.68,"<SkyCoord (Galactic): (l, b) in deg
    (109.43, -46.68)>",2.83, , ,B,B2IV, ,-0.19, ,-0.23, ,-0.87, ,4.0,3.0,-0.002, ,1.909913800457395,-0.8147196948309531,3.3091666666666666,15.18361111111111
  40,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.35, 26.98722222)>",112.56,-35.12,"<SkyCoord (Galactic): (l, b) in deg
    (112.56, -35.12)>",6.3, , ,G,G0III, ,, ,0.65, ,0.33, ,-13.0,,0.006,D,1.9645426060448175,-0.6129596333004085,3.3499999999999996,26.987222222222222
  41, 23    And,And,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.37833333, 41.03527778)>",115.27,-21.27,"<SkyCoord (Galactic): (l, b) in deg
    (115.27, -21.27)>",5.72, , ,F,F0IV, ,, ,0.31, ,-0.02, ,-29.0,25.0,0.024, ,2.0118410287738637,-0.3712315318991939,3.3783333333333334,41.03527777777778
  42,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.42541667, -26.02194444)>",38.28,-81.49,"<SkyCoord (Galactic): (l, b) in deg
    (38.28, -81.49)>",5.94, , ,K,K5III, ,, ,1.55, ,, ,-30.0,,, ,0.6681120376634294,-1.422268807450179,3.4254166666666666,-26.021944444444443
  43,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.43416667, -26.28472222)>",36.52,-81.54,"<SkyCoord (Galactic): (l, b) in deg
    (36.52, -81.54)>",6.31, , ,K,K5III, ,, ,1.48, ,1.65, ,18.0,,, ,0.6373942428283292,-1.4231414720761764,3.434166666666666,-26.284722222222225
  44,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.50958333, 33.20611111)>",113.99,-29.02,"<SkyCoord (Galactic): (l, b) in deg
    (113.99, -29.02)>",6.25, , ,A,A1V, ,, ,-0.01, ,-0.05, ,1.0,56.0,, ,1.9895008143483361,-0.5064945489287545,3.509583333333333,33.20611111111111
  45, 89Chi Peg,Peg,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.65083333, 20.20666667)>",111.3,-41.83,"<SkyCoord (Galactic): (l, b) in deg
    (111.3, -41.83)>",4.8, , ,M,M2+III,e,1.13, ,1.57, ,1.93, ,-46.0,,0.015, ,1.9425514574696887,-0.730071226109228,3.650833333333333,20.206666666666667
  46,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.615, -7.78055556)>",96.87,-68.76,"<SkyCoord (Galactic): (l, b) in deg
    (96.87, -68.76)>",5.12, , ,M,M3+III, ,1.03,E,1.62, ,1.81, ,-2.0,,0.003, ,1.690700446406907,-1.2000883936713012,3.6149999999999993,-7.780555555555556
  47,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.33083333, -84.99416667)>",303.91,-32.06,"<SkyCoord (Galactic): (l, b) in deg
    (303.91, -32.06)>",5.77, , ,M,M0-1III, ,, ,1.72, ,2.1, ,4.0,,, ,-0.978955177443619,-0.5595525581893821,3.330833333333333,-84.99416666666667
  48,  7    Cet,Cet,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.66, -18.93277778)>",75.11,-78.23,"<SkyCoord (Galactic): (l, b) in deg
    (75.11, -78.23)>",4.44, , ,M,M3III,e,1.14, ,1.66, ,1.99, ,-23.0,,0.029, ,1.3109168011729408,-1.365371073835164,3.6599999999999997,-18.93277777777778
  49,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.73375, 22.28416667)>",111.92,-39.81,"<SkyCoord (Galactic): (l, b) in deg
    (111.92, -39.81)>",6.24, , ,A,A1pSi, ,, ,-0.01, ,0.12, ,-15.0,,, ,1.9533724988320535,-0.6948155752189427,3.7337499999999997,22.284166666666668
  50, 35    Psc,Psc,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.745, 8.82083333)>",107.86,-52.98,"<SkyCoord (Galactic): (l, b) in deg
    (107.86, -52.98)>",5.79, , ,F,F0IV, ,, ,0.31, ,0.04, ,1.0,86.0,0.017,D,1.8825121312010837,-0.9246754377065958,3.7449999999999997,8.820833333333333
  51,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.72708333, -9.56972222)>",95.06,-70.44,"<SkyCoord (Galactic): (l, b) in deg
    (95.06, -70.44)>",5.75, , ,B,B9V, ,, ,-0.08, ,, ,17.0,,, ,1.6591099869458097,-1.2294099251048056,3.727083333333333,-9.569722222222222
  52,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.77916667, 31.53583333)>",113.93,-30.7,"<SkyCoord (Galactic): (l, b) in deg
    (113.93, -30.7)>",6.45,R, ,K,K5, ,, ,, ,, ,2.0,,, ,1.9884536167971398,-0.5358160803622591,3.779166666666667,31.535833333333336
  53,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.79416667, 27.28305556)>",113.1,-34.9,"<SkyCoord (Galactic): (l, b) in deg
    (113.1, -34.9)>",6.35, , ,A,A1Vn, ,, ,-0.02, ,0.02, ,-4.0,230.0,, ,1.9739673840055867,-0.609119908946021,3.7941666666666665,27.283055555555556
  54,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.7425, -34.90444444)>",345.8,-78.99,"<SkyCoord (Galactic): (l, b) in deg
    (345.8, -78.99)>",6.17, , ,K,K3III, ,, ,1.34, ,, ,-52.0,,, ,-0.24783675378319459,-1.3786355761503208,3.7424999999999997,-34.904444444444444
  55,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.05833333, 76.95083333)>",120.89,14.22,"<SkyCoord (Galactic): (l, b) in deg
    (120.89, 14.22)>",6.35, , ,B,B8Vnn, ,, ,-0.07, ,-0.26, ,-7.0,,0.013,D,2.109928532735945,0.24818581963359368,4.058333333333333,76.95083333333334
  56,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.09, 43.59472222)>",116.23,-18.82,"<SkyCoord (Galactic): (l, b) in deg
    (116.23, -18.82)>",6.15, , ,A,A2VpSi, ,, ,0.05, ,0.03, ,2.0,100.0,, ,2.028596189593009,-0.3284709652253328,4.09,43.594722222222224
  57,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.03708333, -31.44638889)>",1.53,-81.18,"<SkyCoord (Galactic): (l, b) in deg
    (1.53, -81.18)>",5.67, , ,K,K5III, ,, ,1.35, ,1.5, ,26.0,,, ,0.026703537555513242,-1.416858286768997,4.0370833333333325,-31.44638888888889
  58,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.98, -75.91138889)>",305.79,-41.02,"<SkyCoord (Galactic): (l, b) in deg
    (305.79, -41.02)>",6.49, , ,G,G8-K0III, ,, ,1.0, ,0.72, ,16.0,,, ,-0.9461429875061257,-0.7159340591680741,3.979999999999999,-75.9113888888889
  59, 36    Psc,Psc,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.14208333, 8.24)>",108.28,-53.64,"<SkyCoord (Galactic): (l, b) in deg
    (108.28, -53.64)>",6.11, , ,G,G8II-III, ,, ,0.92, ,0.66, ,1.0,,, ,1.8898425140594601,-0.9361946107697584,4.142083333333333,8.239999999999998
  60,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.23791667, 61.53333333)>",118.83,-1.06,"<SkyCoord (Galactic): (l, b) in deg
    (118.83, -1.06)>",5.74, , ,G,G8III, ,, ,0.88, ,0.59, ,-4.0,,, ,2.073974750144862,-0.018500490071139894,4.237916666666666,61.53333333333333
  61,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.17708333, -20.21055556)>",72.13,-79.47,"<SkyCoord (Galactic): (l, b) in deg
    (72.13, -79.47)>",6.47, , ,B,B8III, ,, ,-0.09, ,-0.48, ,19.0,,, ,1.2589059894635097,-1.3870131565598938,4.177083333333333,-20.210555555555555
  62,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.28791667, 47.9475)>",117.01,-14.53,"<SkyCoord (Galactic): (l, b) in deg
    (117.01, -14.53)>",5.89, , ,B,B7III, ,, ,-0.09, ,-0.44, ,-9.0,0.0,, ,2.042209757758565,-0.25359634031477607,4.287916666666666,47.9475
  63, 24The And,And,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.27291667, 38.68166667)>",115.62,-23.7,"<SkyCoord (Galactic): (l, b) in deg
    (115.62, -23.7)>",4.61, , ,A,A2V, ,0.01, ,0.06, ,0.04, ,1.0,107.0,0.022, ,2.017949681155844,-0.41364303272265607,4.272916666666666,38.681666666666665
  64,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.20416667, -78.78055556)>",305.07,-38.2,"<SkyCoord (Galactic): (l, b) in deg
    (305.07, -38.2)>",6.77, , ,F,F3III, ,, ,0.46, ,0.08, ,-13.0,,, ,-0.9587093581204853,-0.6667157742618339,4.204166666666667,-78.78055555555555
  65,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.42916667, 51.43305556)>",117.59,-11.09,"<SkyCoord (Galactic): (l, b) in deg
    (117.59, -11.09)>",6.14, , ,O,O9IIInn, ,, ,-0.13, ,-0.97, ,-35.0,135.0,, ,2.0523326674201323,-0.19355701404617115,4.429166666666665,51.433055555555555
  66,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.38583333, -19.05111111)>",77.21,-78.78,"<SkyCoord (Galactic): (l, b) in deg
    (77.21, -78.78)>",6.45, , ,F,F4IV-V, ,, ,0.37, ,, ,-5.0,,, ,1.3475687154648217,-1.3749703847211328,4.385833333333332,-19.051111111111112
  67,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.44875, 1.68888889)>",105.89,-60.07,"<SkyCoord (Galactic): (l, b) in deg
    (105.89, -60.07)>",6.17, , ,K,K0II, ,, ,0.94, ,0.73, ,-9.0,,, ,1.8481291449367956,-1.0484192816729938,4.4487499999999995,1.6888888888888889
  68, 25Sig And,And,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.58208333, 36.78527778)>",115.59,-25.61,"<SkyCoord (Galactic): (l, b) in deg
    (115.59, -25.61)>",4.52, , ,A,A2V, ,0.0, ,0.05, ,0.07, ,-8.0,103.0,0.023, ,2.0174260823802457,-0.4469788214357478,4.582083333333332,36.78527777777778
  69,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.57166667, 11.20583333)>",110.0,-50.83,"<SkyCoord (Galactic): (l, b) in deg
    (110., -50.83)>",6.05, , ,K,K0III, ,, ,1.03, ,, ,9.0,,, ,1.9198621771937625,-0.8871508587887177,4.571666666666665,11.205833333333333
  70, 26    And,And,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.67541667, 43.79111111)>",116.7,-18.68,"<SkyCoord (Galactic): (l, b) in deg
    (116.7, -18.68)>",6.11, , ,B,B8V, ,, ,-0.08, ,-0.35, ,7.0,,, ,2.0367992370773824,-0.32602750427254074,4.675416666666666,43.79111111111111
  71,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.65958333, 31.51722222)>",114.79,-30.84,"<SkyCoord (Galactic): (l, b) in deg
    (114.79, -30.84)>",5.87, , ,A,A0IV, ,, ,-0.01, ,0.0, ,-5.0,53.0,, ,2.003463448364291,-0.5382595413150513,4.659583333333332,31.51722222222222
  72,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.67416667, -8.05277778)>",99.29,-69.4,"<SkyCoord (Galactic): (l, b) in deg
    (99.29, -69.4)>",6.46, , ,G,G0V, ,, ,0.68, ,0.29, ,-10.0,,0.053, ,1.73293741430517,-1.2112585008840648,4.674166666666666,-8.052777777777779
  73,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.6775, -43.23527778)>",323.2,-72.58,"<SkyCoord (Galactic): (l, b) in deg
    (323.2, -72.58)>",6.33, , ,K,K2III, ,, ,1.21, ,, ,12.0,,, ,-0.6422811647339135,-1.2667599710974844,4.677499999999999,-43.23527777777778
  74,  8Iot Cet,Cet,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.85708333, -8.82388889)>",98.98,-70.19,"<SkyCoord (Galactic): (l, b) in deg
    (98.98, -70.19)>",3.56, , ,K,K1.5III, ,0.59, ,1.22, ,1.25, ,19.0,17.0,0.013, ,1.7275268936239874,-1.2250466019748198,4.857083333333333,-8.823888888888888
  75,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (4.92333333, 40.72972222)>",116.46,-21.74,"<SkyCoord (Galactic): (l, b) in deg
    (116.46, -21.74)>",6.33, , ,K,K1III, ,, ,1.18, ,, ,-38.0,,, ,2.0326104468725963,-0.3794345793835672,4.923333333333332,40.72972222222222
  76,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.02166667, 48.86527778)>",117.63,-13.68,"<SkyCoord (Galactic): (l, b) in deg
    (117.63, -13.68)>",6.52, , ,A,A0V s, ,, ,, ,, ,-3.0,57.0,, ,2.0530307991209296,-0.23876104167282428,5.0216666666666665,48.86527777777778
  77,   Zet Tuc,Tuc,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.01791667, -64.87472222)>",308.35,-51.9,"<SkyCoord (Galactic): (l, b) in deg
    (308.35, -51.9)>",4.23, , ,F,F9V, ,0.33, ,0.58, ,0.02, ,9.0,0.0,0.134, ,-0.9014625586550709,-0.905825881785057,5.0179166666666655,-64.87472222222222
  78,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.10166667, 30.93583333)>",115.13,-31.47,"<SkyCoord (Galactic): (l, b) in deg
    (115.13, -31.47)>",5.9, , ,B,B7V, ,, ,-0.1, ,-0.46, ,4.0,125.0,, ,2.0093975678210714,-0.5492551156026155,5.101666666666666,30.935833333333335
  79,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.18958333, 32.91138889)>",115.53,-29.52,"<SkyCoord (Galactic): (l, b) in deg
    (115.53, -29.52)>",5.79, , ,K,K5III, ,1.0, ,1.59, ,, ,-36.0,,, ,2.016378884829049,-0.5152211951887261,5.189583333333332,32.91138888888889
  80, 41    Psc,Psc,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.14958333, 8.19027778)>",109.91,-53.9,"<SkyCoord (Galactic): (l, b) in deg
    (109.91, -53.9)>",5.37, , ,K,gK3, ,, ,1.34, ,1.55, ,16.0,,, ,1.9182913808669675,-0.9407324668249436,5.149583333333332,8.190277777777778
  81,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.22708333, 10.97694444)>",110.93,-51.18,"<SkyCoord (Galactic): (l, b) in deg
    (110.93, -51.18)>",6.56, , ,A,A0V, ,, ,, ,, ,-18.0,56.0,0.005,D,1.9360937392373099,-0.8932595111706979,5.227083333333332,10.976944444444445
  82, 27Rho And,And,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.28041667, 37.96861111)>",116.37,-24.52,"<SkyCoord (Galactic): (l, b) in deg
    (116.37, -24.52)>",5.18, , ,F,F5III, ,, ,0.42, ,0.05, ,9.0,41.0,0.017, ,2.0310396505458015,-0.4279547325890096,5.280416666666666,37.968611111111116
  83,   Pi  Tuc,Tuc,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.1625, -69.625)>",306.87,-47.27,"<SkyCoord (Galactic): (l, b) in deg
    (306.87, -47.27)>",5.51, , ,B,B9V, ,, ,-0.05, ,-0.14, ,12.0,,0.011, ,-0.9272934315845872,-0.8250171374177196,5.162499999999999,-69.625
  84,   Iot Scl,Scl,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.38, -28.98166667)>",15.52,-83.15,"<SkyCoord (Galactic): (l, b) in deg
    (15.52, -83.15)>",5.18, , ,G,G5III, ,, ,1.0, ,0.82, ,21.0,,0.027, ,0.2708750999095199,-1.451241273033285,5.379999999999999,-28.981666666666666
  85,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.44291667, -20.05777778)>",77.51,-80.2,"<SkyCoord (Galactic): (l, b) in deg
    (77.51, -80.2)>",5.12, , ,M,M5IIe, ,, ,1.82, ,1.78, ,29.0,,, ,1.3528047032208048,-1.3997540600994522,5.442916666666665,-20.05777777777778
  86, 42    Psc,Psc,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.60625, 13.4825)>",112.19,-48.78,"<SkyCoord (Galactic): (l, b) in deg
    (112.19, -48.78)>",6.23, , ,K,K3III, ,, ,1.22, ,, ,3.0,,, ,1.9580848878124384,-0.8513716091228339,5.606249999999999,13.4825
  87,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.36916667, -77.42694444)>",305.04,-39.58,"<SkyCoord (Galactic): (l, b) in deg
    (305.04, -39.58)>",5.97, , ,K,K3III, ,, ,1.4, ,1.4, ,21.0,,, ,-0.9592329568960831,-0.6908013179393556,5.369166666666666,-77.42694444444444
  88,  9    Cet,Cet,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.71583333, -12.20944444)>",97.34,-73.64,"<SkyCoord (Galactic): (l, b) in deg
    (97.34, -73.64)>",6.39, , ,G,G2V, ,, ,0.66, ,0.24, ,-7.0,6.0,0.049, ,1.6989034938912804,-1.2852604611686242,5.715833333333332,-12.209444444444443
  89,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.8025, -31.03611111)>",358.89,-82.7,"<SkyCoord (Galactic): (l, b) in deg
    (358.89, -82.7)>",6.55, , ,B,B9IVMn, ,, ,0.0, ,-0.31, ,1.0,25.0,, ,-0.019373154697137296,-1.4433872913993107,5.802499999999999,-31.03611111111111
  90,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.00833333, 38.57722222)>",117.07,-23.98,"<SkyCoord (Galactic): (l, b) in deg
    (117.07, -23.98)>",7.39, , ,S,S6.5IIIeZr6Ti2, ,2.21, ,1.97, ,1.25, ,-11.0,,, ,2.0432569553097615,-0.4185299546282402,6.008333333333333,38.577222222222225
  91,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.065, 52.02)>",118.68,-10.63,"<SkyCoord (Galactic): (l, b) in deg
    (118.68, -10.63)>",5.57, , ,B,B5IV, ,, ,-0.12, ,-0.6, ,-7.0,230.0,0.004,D,2.07135675626687,-0.18552849948699723,6.065,52.019999999999996
  93, 12    Cas,Cas,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.19791667, 61.83111111)>",119.79,-0.88,"<SkyCoord (Galactic): (l, b) in deg
    (119.79, -0.88)>",5.4, , ,B,B9III, ,, ,0.0, ,-0.16, ,-4.0,154.0,0.015, ,2.0907299109640074,-0.0153588974175501,6.197916666666666,61.83111111111111
  94,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.12375, -2.21916667)>",107.27,-64.27,"<SkyCoord (Galactic): (l, b) in deg
    (107.27, -64.27)>",6.07, , ,K,K1III, ,, ,1.22, ,1.23, ,15.0,,, ,1.8722146886143172,-1.1217231102567555,6.123749999999999,-2.2191666666666667
  96,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.27666667, 53.04694444)>",118.92,-9.62,"<SkyCoord (Galactic): (l, b) in deg
    (118.92, -9.62)>",5.74, , ,B,B9IV, ,, ,-0.06, ,-0.31, ,10.0,210.0,, ,2.075545546471657,-0.1679006740418545,6.276666666666666,53.04694444444444
  97, 44    Psc,Psc,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.35083333, 1.93972222)>",109.73,-60.26,"<SkyCoord (Galactic): (l, b) in deg
    (109.73, -60.26)>",5.77, , ,G,G5III, ,, ,0.86, ,0.57, ,-4.0,20.0,, ,1.915149788213378,-1.051735407251783,6.350833333333333,1.9397222222222223
  98,   Bet Hyi,Hyi,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.43791667, -77.25416667)>",304.81,-39.77,"<SkyCoord (Galactic): (l, b) in deg
    (304.81, -39.77)>",2.8, , ,G,G2IV, ,0.34, ,0.62, ,0.11, ,23.0,,0.153, ,-0.9632472141756704,-0.6941174435181449,6.437916666666666,-77.25416666666666
  99,   Alp Phe,Phe,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.57083333, -42.30611111)>",320.02,-73.98,"<SkyCoord (Galactic): (l, b) in deg
    (320.02, -73.98)>",2.39, , ,K,K0III, ,0.6, ,1.09, ,0.88, ,75.0,,0.035, ,-0.6977826349473333,-1.291194580625405,6.570833333333333,-42.30611111111111
 100,   Kap Phe,Phe,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.55083333, -43.68)>",318.42,-72.68,"<SkyCoord (Galactic): (l, b) in deg
    (318.42, -72.68)>",3.94, , ,A,A7V, ,0.08, ,0.17, ,0.11, ,11.0,219.0,0.072, ,-0.7257079029792419,-1.2685053003494788,6.550833333333332,-43.68
 101, 10    Cet,Cet,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.65583333, -0.04972222)>",109.5,-62.27,"<SkyCoord (Galactic): (l, b) in deg
    (109.5, -62.27)>",6.19, , ,G,G8III, ,, ,0.9, ,0.55, ,-23.0,,, ,1.911135530933791,-1.0868165252168691,6.655833333333333,-0.04972222222222222
